X,Y,OBJECTID,PlaceID,YearPlaceId,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,CountyFIPS,Notes
-86.5861040004184,34.7303689999776,1,AL002,2015AL002,Huntsville,AL,"Huntsville, AL",2015,201512,,,,,-,0,,-,0,,-,,34.730369,-86.586104,1089,
-92.2895949998433,34.7464809997884,2,AR003,2015AR003,Little Rock,AR,"Little Rock, AR",2015,201512,,,,,-,0,,-,0,,-,,34.746481,-92.289595,5119,
-111.651301999587,35.1982840000291,3,AZ004,2015AZ004,Flagstaff,AZ,"Flagstaff, AZ",2015,201512,,,,,-,0,,-,0,,-,,35.198284,-111.651302,4005,
-111.83147199998,33.4151839996613,4,AZ005,2015AZ005,Mesa,AZ,"Mesa, AZ",2015,201512,,,,,-,0,,-,0,,-,,33.415184,-111.831472,4013,
-111.926051999628,33.494170000154,5,AZ007,2015AZ007,Scottsdale,AZ,"Scottsdale, AZ",2015,201512,,,,,-,0,,-,0,,-,,33.49417,-111.926052,4013,
-111.940005000031,33.4255099999642,6,AZ008,2015AZ008,Tempe,AZ,"Tempe, AZ",2015,201512,,,,,-,0,,-,0,,-,,33.42551,-111.940005,4013,
-110.926479000263,32.2217430001412,7,AZ009,2015AZ009,Tucson,AZ,"Tucson, AZ",2015,201512,,,,,-,0,,-,0,,-,,32.221743,-110.926479,4019,
-122.241636000389,37.7652069997642,8,CA0010,2015CA0010,Alameda,CA,"Alameda, CA",2015,201512,,,,,-,0,,-,0,,-,,37.765207,-122.241636,6001,
-122.297777999921,37.8869439997349,9,CA0011,2015CA0011,Albany,CA,"Albany, CA",2015,201512,,,,,-,0,,-,0,,-,,37.886944,-122.297778,6001,
-118.399444000119,34.0730560003185,10,CA0012,2015CA0012,Beverly Hills,CA,"Beverly Hills, CA",2015,201512,,,,,-,0,,-,0,,-,,34.073056,-118.399444,6037,
-118.395099999832,37.3634999998283,11,CA0013,2015CA0013,Bishop,CA,"Bishop, CA",2015,201512,,,,,-,0,,-,0,,-,,37.3635,-118.3951,6027,
-122.363610999585,37.5833329998519,12,CA0014,2015CA0014,Burlingame,CA,"Burlingame, CA",2015,201512,,,,,-,0,,-,0,,-,,37.583333,-122.363611,6081,
-118.396467000336,34.0211219998781,13,CA0015,2015CA0015,Culver City,CA,"Culver City, CA",2015,201512,,,,,-,0,,-,0,,-,,34.021122,-118.396467,6037,
-122.311666999852,37.9158330000693,14,CA0016,2015CA0016,El Cerrito,CA,"El Cerrito, CA",2015,201512,,,,,-,0,,-,0,,-,,37.915833,-122.311667,6013,
-117.117222000334,32.5783329996437,15,CA0017,2015CA0017,Imperial Beach,CA,"Imperial Beach, CA",2015,201512,,,,,-,0,,-,0,,-,,32.578333,-117.117222,6073,
-118.193740000426,33.7700500002826,16,CA0018,2015CA0018,Long Beach,CA,"Long Beach, CA",2015,201512,,,,,-,0,,-,0,,-,,33.77005,-118.19374,6037,
-118.243684999818,34.0522339996633,17,CA0019,2015CA0019,Los Angeles,CA,"Los Angeles, CA",2015,201512,,,,,-,0,,-,0,,-,,34.052234,-118.243685,6037,
-118.00194800023,34.1442619999077,18,CA0020,2015CA0020,Monrovia,CA,"Monrovia, CA",2015,201512,,,,,-,0,,-,0,,-,,34.144262,-118.001948,6037,
-122.083850999983,37.3860520002631,19,CA0021,2015CA0021,Mountain View,CA,"Mountain View, CA",2015,201512,,,,,-,0,,-,0,,-,,37.386052,-122.083851,6085,
-117.09919699963,32.6781089997458,20,CA0022,2015CA0022,National City,CA,"National City, CA",2015,201512,,,,,-,0,,-,0,,-,,32.678109,-117.099197,6073,
-122.271113999943,37.8043639998519,21,CA0023,2015CA0023,Oakland,CA,"Oakland, CA",2015,201512,,,,,-,0,,-,0,,-,,37.804364,-122.271114,6001,
-121.494399999692,38.5815719997451,22,CA0024,2015CA0024,Sacramento,CA,"Sacramento, CA",2015,201512,,,,,-,0,,-,0,,-,,38.581572,-121.4944,6067,
-121.886328999628,37.3382080000815,23,CA0027,2015CA0027,San Jose,CA,"San Jose, CA",2015,201512,,,,,-,0,,-,0,,-,,37.338208,-121.886329,6085,
-122.325524999822,37.5629919996482,24,CA0028,2015CA0028,San Mateo,CA,"San Mateo, CA",2015,201512,,,,,-,0,,-,0,,-,,37.562992,-122.325525,6081,
-119.698190000211,34.4208309996651,25,CA0030,2015CA0030,Santa Barbara,CA,"Santa Barbara, CA",2015,201512,,,,,-,0,,-,0,,-,,34.420831,-119.69819,6083,
-118.54258599966,34.3916640003623,26,CA0031,2015CA0031,Santa Clarita,CA,"Santa Clarita, CA",2015,201512,,,,,-,0,,-,0,,-,,34.391664,-118.542586,6037,
-122.03079599984,36.9741169996908,27,CA0032,2015CA0032,Santa Cruz,CA,"Santa Cruz, CA",2015,201512,,,,,-,0,,-,0,,-,,36.974117,-122.030796,6087,
-119.976943999882,38.9400000003388,28,CA0034,2015CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2015,201512,,,,,-,0,,-,0,,-,,38.94,-119.976944,6017,
-122.065181999746,37.9100780000624,29,CA0036,2015CA0036,Walnut Creek,CA,"Walnut Creek, CA",2015,201512,,,,,-,0,,-,0,,-,,37.910078,-122.065182,6013,
-118.370969000122,34.0879809996702,30,CA0037,2015CA0037,West Hollywood,CA,"West Hollywood, CA",2015,201512,,,,,-,0,,-,0,,-,,34.087981,-118.370969,6037,
-104.831920000169,39.7294320001906,31,CO0039,2015CO0039,Aurora,CO,"Aurora, CO",2015,201512,,,,,-,0,,-,0,,-,,39.729432,-104.83192,8005,
-105.086650000261,39.9205409996982,32,CO0041,2015CO0041,Broomfield,CO,"Broomfield, CO",2015,201512,,,,,-,0,,-,0,,-,,39.920541,-105.08665,8014,
-105.084423000315,40.5852599999859,33,CO0043,2015CO0043,Fort Collins,CO,"Fort Collins, CO",2015,201512,,,,,-,0,,-,0,,-,,40.58526,-105.084423,8069,
-104.8925,39.5488889998517,34,CO0044,2015CO0044,Lone Tree,CO,"Lone Tree, CO",2015,201512,,,,,-,0,,-,0,,-,,39.548889,-104.8925,8035,
-105.101928000437,40.1672069998914,35,CO0045,2015CO0045,Longmont,CO,"Longmont, CO",2015,201512,,,,,-,0,,-,0,,-,,40.167207,-105.101928,8013,
-80.1392119998724,25.9564809998731,36,FL0047,2015FL0047,Aventura,FL,"Aventura, FL",2015,201512,,,,,-,0,,-,0,,-,,25.956481,-80.139212,12086,
-80.2683840001891,25.7214899998446,37,FL0048,2015FL0048,Coral Gables,FL,"Coral Gables, FL",2015,201512,,,,,-,0,,-,0,,-,,25.72149,-80.268384,12086,
-80.3553299997713,25.8195419997919,38,FL0049,2015FL0049,Doral,FL,"Doral, FL",2015,201512,,,,,-,0,,-,0,,-,,25.819542,-80.35533,12086,
-82.3248260003158,29.651634000387,39,FL0051,2015FL0051,Gainesville,FL,"Gainesville, FL",2015,201512,,,,,-,0,,-,0,,-,,29.651634,-82.324826,12001,
-80.1649999996157,25.6902780001929,40,FL0052,2015FL0052,Key Biscayne,FL,"Key Biscayne, FL",2015,201512,,,,,-,0,,-,0,,-,,25.690278,-80.165,12086,
-80.3250000002722,25.9116670000431,41,FL0056,2015FL0056,Miami Lakes,FL,"Miami Lakes, FL",2015,201512,,,,,-,0,,-,0,,-,,25.911667,-80.325,12086,
-80.1883329998073,25.8652389998649,42,FL0057,2015FL0057,Miami Shores,FL,"Miami Shores, FL",2015,201512,,,,,-,0,,-,0,,-,,25.865239,-80.188333,12086,
-80.2911109995849,25.819721999762,43,FL0058,2015FL0058,Miami Springs,FL,"Miami Springs, FL",2015,201512,,,,,-,0,,-,0,,-,,25.819722,-80.291111,12086,
-80.153544000393,25.8455719998781,44,FL0059,2015FL0059,North Bay Village,FL,"North Bay Village, FL",2015,201512,,,,,-,0,,-,0,,-,,25.845572,-80.153544,12086,
-80.1867140003067,25.8900949996061,45,FL0060,2015FL0060,North Miami,FL,"North Miami, FL",2015,201512,,,,,-,0,,-,0,,-,,25.890095,-80.186714,12086,
-80.2951689996421,25.7102779997397,46,FL0062,2015FL0062,South Miami,FL,"South Miami, FL",2015,201512,,,,,-,0,,-,0,,-,,25.710278,-80.295169,12086,
-84.2807329996061,30.438255999948,47,FL0063,2015FL0063,Tallahassee,FL,"Tallahassee, FL",2015,201512,,,,,-,0,,-,0,,-,,30.438256,-84.280733,12073,
-84.3879819998928,33.7489950001087,48,GA0066,2015GA0066,Atlanta,GA,"Atlanta, GA",2015,201512,,,,,-,0,,-,0,,-,,33.748995,-84.387982,13121,
-85.0766669997404,33.5808330002841,49,GA0067,2015GA0067,Carrollton,GA,"Carrollton, GA",2015,201512,,,,,-,0,,-,0,,-,,33.580833,-85.076667,13045,
-81.7791669996579,32.4452779996504,50,GA0071,2015GA0071,Statesboro,GA,"Statesboro, GA",2015,201512,,,,,-,0,,-,0,,-,,32.445278,-81.779167,13031,
-157.858332999685,21.3069440002275,51,HI0072,2015HI0072,Honolulu,HI,"Honolulu, HI",2015,201512,,,,,-,0,,-,0,,-,,21.306944,-157.858333,15003,
-111.402500000021,42.1908330000937,52,ID0074,2015ID0074,Bloomington,ID,"Bloomington, ID",2015,201512,,,,,-,0,,-,0,,-,,42.190833,-111.4025,16007,
-88.3200720003121,41.7605850001592,53,IL0077,2015IL0077,Aurora,IL,"Aurora, IL",2015,201512,,,,,-,0,,-,0,,-,,41.760585,-88.320072,17089,
-88.9936870003955,40.484202999984,54,IL0078,2015IL0078,Bloomington,IL,"Bloomington, IL",2015,201512,,,,,-,0,,-,0,,-,,40.484203,-88.993687,17113,
-89.5889859999487,40.6936489999411,55,IL0080,2015IL0080,Peoria,IL,"Peoria, IL",2015,201512,,,,,-,0,,-,0,,-,,40.693649,-89.588986,17143,
-89.0939949996545,42.2711310003157,56,IL0081,2015IL0081,Rockford,IL,"Rockford, IL",2015,201512,,,,,-,0,,-,0,,-,,42.271131,-89.093995,17201,
-85.921380000401,39.2014399996598,57,IN0083,2015IN0083,Columbus,IN,"Columbus, IN",2015,201512,,,,,-,0,,-,0,,-,,39.20144,-85.92138,18005,
-85.9766669996151,41.6819940001896,58,IN0084,2015IN0084,Elkhart,IN,"Elkhart, IN",2015,201512,,,,,-,0,,-,0,,-,,41.681994,-85.976667,18039,
-86.2519899999414,41.6763550000926,59,IN0088,2015IN0088,South Bend,IN,"South Bend, IN",2015,201512,,,,,-,0,,-,0,,-,,41.676355,-86.25199,18141,
-97.6114240001229,38.8402809997379,60,KS0089,2015KS0089,Salina,KS,"Salina, KS",2015,201512,,,,,-,0,,-,0,,-,,38.840281,-97.611424,20169,
-97.3361109998423,37.6888890002997,61,KS0091,2015KS0091,Wichita,KS,"Wichita, KS",2015,201512,,,,,-,0,,-,0,,-,,37.688889,-97.336111,20173,
-83.9207390002226,35.9606380002994,62,TN0092,2015TN0092,Knoxville,TN,"Knoxville, TN",2015,201512,,,,,-,0,,-,0,,-,,35.960638,-83.920739,47093,
-85.7584559996644,38.252665000041,63,KY0093,2015KY0093,Louisville,KY,"Louisville, KY",2015,201512,,,,,-,0,,-,0,,-,,38.252665,-85.758456,21111,
-90.0715319999097,29.9510660002454,64,LA0094,2015LA0094,New Orleans,LA,"New Orleans, LA",2015,201512,,,,,-,0,,-,0,,-,,29.951066,-90.071532,22071,
-71.1569440001304,42.4152779999336,65,MA0095,2015MA0095,Arlington,MA,"Arlington, MA",2015,201512,,,,,-,0,,-,0,,-,,42.415278,-71.156944,25017,
-71.2766670001642,42.4905559998044,66,MA0096,2015MA0096,Bedford,MA,"Bedford, MA",2015,201512,,,,,-,0,,-,0,,-,,42.490556,-71.276667,25017,
-71.1791669997361,42.3958330001059,67,MA0097,2015MA0097,Belmont,MA,"Belmont, MA",2015,201512,,,,,-,0,,-,0,,-,,42.395833,-71.179167,25017,
-71.1216669999212,42.3316669996967,68,MA0099,2015MA0099,Brookline,MA,"Brookline, MA",2015,201512,,,,,-,0,,-,0,,-,,42.331667,-71.121667,25021,
-71.0328280003038,42.3917640002706,69,MA00100,2015MA00100,Chelsea,MA,"Chelsea, MA",2015,201512,,,,,-,0,,-,0,,-,,42.391764,-71.032828,25025,
-71.0536630003875,42.4084299998755,70,MA00101,2015MA00101,Everett,MA,"Everett, MA",2015,201512,,,,,-,0,,-,0,,-,,42.40843,-71.053663,25017,
-71.0661630000739,42.4250960002667,71,MA00102,2015MA00102,Malden,MA,"Malden, MA",2015,201512,,,,,-,0,,-,0,,-,,42.425096,-71.066163,25017,
-71.5522869996931,42.345927000211,72,MA00103,2015MA00103,Marlborough,MA,"Marlborough, MA",2015,201512,,,,,-,0,,-,0,,-,,42.345927,-71.552287,25017,
-71.1061639996137,42.4184300001753,73,MA00104,2015MA00104,Medford,MA,"Medford, MA",2015,201512,,,,,-,0,,-,0,,-,,42.41843,-71.106164,25017,
-71.066666999864,42.4583329999726,74,MA00105,2015MA00105,Melrose,MA,"Melrose, MA",2015,201512,,,,,-,0,,-,0,,-,,42.458333,-71.066667,25017,
-71.066666999864,42.2499999999551,75,MA00106,2015MA00106,Milton,MA,"Milton, MA",2015,201512,,,,,-,0,,-,0,,-,,42.25,-71.066667,25021,
-71.2333330002902,42.2833330001961,76,MA00107,2015MA00107,Needham,MA,"Needham, MA",2015,201512,,,,,-,0,,-,0,,-,,42.283333,-71.233333,25021,
-71.209220999949,42.3370409998415,77,MA00108,2015MA00108,Newton,MA,"Newton, MA",2015,201512,,,,,-,0,,-,0,,-,,42.337041,-71.209221,25017,
-71.0022710001256,42.2528770002165,78,MA00109,2015MA00109,Quincy,MA,"Quincy, MA",2015,201512,,,,,-,0,,-,0,,-,,42.252877,-71.002271,25021,
-71.0119949998698,42.4084299998755,79,MA00110,2015MA00110,Revere,MA,"Revere, MA",2015,201512,,,,,-,0,,-,0,,-,,42.40843,-71.011995,25025,
-70.8967159996826,42.5195400001507,80,MA00111,2015MA00111,Salem,MA,"Salem, MA",2015,201512,,,,,-,0,,-,0,,-,,42.51954,-70.896716,25009,
-71.23561100029,42.3764850002288,81,MA00112,2015MA00112,Waltham,MA,"Waltham, MA",2015,201512,,,,,-,0,,-,0,,-,,42.376485,-71.235611,25017,
-71.1833329997482,42.3708330000234,82,MA00113,2015MA00113,Watertown,MA,"Watertown, MA",2015,201512,,,,,-,0,,-,0,,-,,42.370833,-71.183333,25017,
-70.9833330002751,42.3749999997561,83,MA00114,2015MA00114,Winthrop,MA,"Winthrop, MA",2015,201512,,,,,-,0,,-,0,,-,,42.375,-70.983333,25025,
-71.8022929995559,42.2625929999351,84,MA00115,2015MA00115,Worcester,MA,"Worcester, MA",2015,201512,,,,,-,0,,-,0,,-,,42.262593,-71.802293,25027,
-76.4921829997674,38.9784449998737,85,MD00116,2015MD00116,Annapolis,MD,"Annapolis, MD",2015,201512,,,,,-,0,,-,0,,-,,38.978445,-76.492183,24003,
-76.6121889996583,39.2903850001435,86,MD00117,2015MD00117,Baltimore,MD,"Baltimore, MD",2015,201512,,,,,-,0,,-,0,,-,,39.290385,-76.612189,24510,
-77.3127780002389,39.1836110001395,87,MD00118,2015MD00118,Boyds,MD,"Boyds, MD",2015,201512,,,,,-,0,,-,0,,-,,39.183611,-77.312778,24031,
-76.9275,38.9966670001906,88,MD00119,2015MD00119,College Park,MD,"College Park, MD",2015,201512,,,,,-,0,,-,0,,-,,38.996667,-76.9275,24033,
-77.1527580003893,39.0839970002558,89,MD00120,2015MD00120,Montgomery Co.,MD,"Montgomery Co., MD",2015,201512,,,,,-,0,,-,0,,-,,39.083997,-77.152758,24031,
-75.5933329997632,38.3658329997153,90,MD00121,2015MD00121,Salisbury,MD,"Salisbury, MD",2015,201512,,,,,-,0,,-,0,,-,,38.365833,-75.593333,24045,
-77.0207909998639,39.0024409998802,91,MD00122,2015MD00122,Silver Spring,MD,"Silver Spring, MD",2015,201512,,,,,-,0,,-,0,,-,,39.002441,-77.020791,24031,
-77.0022220000844,38.9800000003472,92,MD00123,2015MD00123,Takoma Park,MD,"Takoma Park, MD",2015,201512,,,,,-,0,,-,0,,-,,38.98,-77.002222,24031,
-76.6094439996783,39.3930559997458,93,MD00124,2015MD00124,Towson,MD,"Towson, MD",2015,201512,,,,,-,0,,-,0,,-,,39.393056,-76.609444,24005,
-83.176315000351,42.3222599998764,94,MI00127,2015MI00127,Dearborn,MI,"Dearborn, MI",2015,201512,,,,,-,0,,-,0,,-,,42.32226,-83.176315,26163,
-83.0457539997892,42.3314269999472,95,MI00128,2015MI00128,Detroit,MI,"Detroit, MI",2015,201512,,,,,-,0,,-,0,,-,,42.331427,-83.045754,26163,
-84.5555350004238,42.7325349997888,96,MI00129,2015MI00129,Lansing,MI,"Lansing, MI",2015,201512,,,,,-,0,,-,0,,-,,42.732535,-84.555535,26065,
-93.3499490003768,44.889686999879,97,MN00130,2015MN00130,Edina,MN,"Edina, MN",2015,201512,,,,,-,0,,-,0,,-,,44.889687,-93.349949,27053,
-93.0899579997555,44.9537030001041,98,MN00133,2015MN00133,St. Paul,MN,"St. Paul, MN",2015,201512,,,,,-,0,,-,0,,-,,44.953703,-93.089958,27123,
-92.334071999915,38.951705000064,99,MO00134,2015MO00134,Columbia,MO,"Columbia, MO",2015,201512,,,,,-,0,,-,0,,-,,38.951705,-92.334072,29019,
-90.305277999955,38.7441670001944,100,MO00135,2015MO00135,Ferguson,MO,"Ferguson, MO",2015,201512,,,,,-,0,,-,0,,-,,38.744167,-90.305278,29189,
-92.1735159995899,38.5767019996629,101,MO00136,2015MO00136,Jefferson City,MO,"Jefferson City, MO",2015,201512,,,,,-,0,,-,0,,-,,38.576702,-92.173516,29051,
-90.1994039996697,38.6270030001008,102,MO00138,2015MO00138,St. Louis,MO,"St. Louis, MO",2015,201512,,,,,-,0,,-,0,,-,,38.627003,-90.199404,29510,
-78.898619000247,35.9940329999592,103,NC00140,2015NC00140,Durham,NC,"Durham, NC",2015,201512,,,,,-,0,,-,0,,-,,35.994033,-78.898619,37063,
-79.7919750000933,36.0726350003594,104,NC00141,2015NC00141,Greensboro,NC,"Greensboro, NC",2015,201512,,,,,-,0,,-,0,,-,,36.072635,-79.791975,37081,
-78.6381790000871,35.7795899999291,105,NC00142,2015NC00142,Raleigh,NC,"Raleigh, NC",2015,201512,,,,,-,0,,-,0,,-,,35.77959,-78.638179,37183,
-80.2442159997713,36.0998600001484,106,NC00143,2015NC00143,Winston-Salem,NC,"Winston-Salem, NC",2015,201512,,,,,-,0,,-,0,,-,,36.09986,-80.244216,37067,
-96.6851979999386,40.8257630001411,107,NE00145,2015NE00145,Lincoln,NE,"Lincoln, NE",2015,201512,,,,,-,0,,-,0,,-,,40.825763,-96.685198,31109,
-71.4547889998131,42.9956399997885,108,NH00147,2015NH00147,Manchester,NH,"Manchester, NH",2015,201512,,,,,-,0,,-,0,,-,,42.99564,-71.454789,33011,
-70.7605560002792,43.0755560001618,109,NH00148,2015NH00148,Portsmouth,NH,"Portsmouth, NH",2015,201512,,,,,-,0,,-,0,,-,,43.075556,-70.760556,33015,
-74.2015290003385,40.432114000129,110,NJ00150,2015NJ00150,Keyport,NJ,"Keyport, NJ",2015,201512,,,,,-,0,,-,0,,-,,40.432114,-74.201529,34025,
-74.4773179999218,40.7965620002236,111,NJ00151,2015NJ00151,Morristown,NJ,"Morristown, NJ",2015,201512,,,,,-,0,,-,0,,-,,40.796562,-74.477318,34027,
-74.4073739995988,40.6337140002642,112,NJ00152,2015NJ00152,Plainfield,NJ,"Plainfield, NJ",2015,201512,,,,,-,0,,-,0,,-,,40.633714,-74.407374,34039,
-115.139829999784,36.1699409997765,113,NV00154,2015NV00154,Las Vegas,NV,"Las Vegas, NV",2015,201512,,,,,-,0,,-,0,,-,,36.169941,-115.13983,32003,
-119.813803000309,39.5296329998888,114,NV00155,2015NV00155,Reno,NV,"Reno, NV",2015,201512,,,,,-,0,,-,0,,-,,39.529633,-119.813803,32031,
-73.7562320002645,42.6525790001313,115,NY00156,2015NY00156,Albany,NY,"Albany, NY",2015,201512,,,,,-,0,,-,0,,-,,42.652579,-73.756232,36001,
-78.8783690001443,42.8864470001112,116,NY00157,2015NY00157,Buffalo,NY,"Buffalo, NY",2015,201512,,,,,-,0,,-,0,,-,,42.886447,-78.878369,36029,
-76.5000000001309,42.4433329998824,117,NY00158,2015NY00158,Ithaca,NY,"Ithaca, NY",2015,201512,,,,,-,0,,-,0,,-,,42.443333,-76.5,36109,
-73.6880560003034,40.5880559999636,118,NY00159,2015NY00159,Long Beach,NY,"Long Beach, NY",2015,201512,,,,,-,0,,-,0,,-,,40.588056,-73.688056,36059,
-77.6109219996724,43.1610299998737,119,NY00161,2015NY00161,Rochester,NY,"Rochester, NY",2015,201512,,,,,-,0,,-,0,,-,,43.16103,-77.610922,36055,
-73.7629099997299,41.0339859997136,120,NY00162,2015NY00162,White Plains,NY,"White Plains, NY",2015,201512,,,,,-,0,,-,0,,-,,41.033986,-73.76291,36119,
-73.8987469999914,40.9312100002023,121,NY00163,2015NY00163,Yonkers,NY,"Yonkers, NY",2015,201512,,,,,-,0,,-,0,,-,,40.93121,-73.898747,36119,
-83.1140770000635,40.099229000104,122,OH00168,2015OH00168,Dublin,OH,"Dublin, OH",2015,201512,,,,,-,0,,-,0,,-,,40.099229,-83.114077,39049,
-84.7466670002954,39.5075000000585,123,OH00169,2015OH00169,Oxford,OH,"Oxford, OH",2015,201512,,,,,-,0,,-,0,,-,,39.5075,-84.746667,39017,
-82.7091670002171,41.4466670003115,124,OH00170,2015OH00170,Sandusky,OH,"Sandusky, OH",2015,201512,,,,,-,0,,-,0,,-,,41.446667,-82.709167,39043,
-83.5552120003232,41.6639379997133,125,OH00171,2015OH00171,Toledo,OH,"Toledo, OH",2015,201512,,,,,-,0,,-,0,,-,,41.663938,-83.555212,39095,
-97.4394779997989,35.2225669996619,126,OK00172,2015OK00172,Norman,OK,"Norman, OK",2015,201512,,,,,-,0,,-,0,,-,,35.222567,-97.439478,40027,
-97.0583680001243,36.1156070003042,127,OK00174,2015OK00174,Stillwater,OK,"Stillwater, OK",2015,201512,,,,,-,0,,-,0,,-,,36.115607,-97.058368,40119,
-123.262043999838,44.5645659997085,128,OR00176,2015OR00176,Corvallis,OR,"Corvallis, OR",2015,201512,,,,,-,0,,-,0,,-,,44.564566,-123.262044,41003,
-123.086754000207,44.0520689999335,129,OR00177,2015OR00177,Eugene,OR,"Eugene, OR",2015,201512,,,,,-,0,,-,0,,-,,44.052069,-123.086754,41039,
-122.676482000447,45.5230620003093,130,OR00179,2015OR00179,Portland,OR,"Portland, OR",2015,201512,,,,,-,0,,-,0,,-,,45.523062,-122.676482,41051,
-76.8867010000478,40.273191000139,131,PA00180,2015PA00180,Harrisburg,PA,"Harrisburg, PA",2015,201512,,,,,-,0,,-,0,,-,,40.273191,-76.886701,42043,
-71.4128340001386,41.8239890003111,132,RI00183,2015RI00183,Providence,RI,"Providence, RI",2015,201512,,,,,-,0,,-,0,,-,,41.823989,-71.412834,44007,
-79.9310510000792,32.7764750002411,133,SC00184,2015SC00184,Charleston,SC,"Charleston, SC",2015,201512,,,,,-,0,,-,0,,-,,32.776475,-79.931051,45019,
-81.0250779995933,34.9248670000235,134,SC00186,2015SC00186,Rock Hill,SC,"Rock Hill, SC",2015,201512,,,,,-,0,,-,0,,-,,34.924867,-81.025078,45091,
-87.3594529996504,36.5297710002518,135,TN00190,2015TN00190,Clarksville,TN,"Clarksville, TN",2015,201512,,,,,-,0,,-,0,,-,,36.529771,-87.359453,47125,
-90.0489800004161,35.1495340003555,136,TN00191,2015TN00191,Memphis,TN,"Memphis, TN",2015,201512,,,,,-,0,,-,0,,-,,35.149534,-90.04898,47157,
-97.1080659996443,32.7356870002409,137,TX00193,2015TX00193,Arlington,TX,"Arlington, TX",2015,201512,,,,,-,0,,-,0,,-,,32.735687,-97.108066,48439,
-97.3963809997515,27.8005829997332,138,TX00195,2015TX00195,Corpus Christi,TX,"Corpus Christi, TX",2015,201512,,,,,-,0,,-,0,,-,,27.800583,-97.396381,48355,
-97.1330679995651,33.2148410002252,139,TX00197,2015TX00197,Denton,TX,"Denton, TX",2015,201512,,,,,-,0,,-,0,,-,,33.214841,-97.133068,48121,
-96.6388830000832,32.9126240001333,140,TX00200,2015TX00200,Garland,TX,"Garland, TX",2015,201512,,,,,-,0,,-,0,,-,,32.912624,-96.638883,48113,
-101.855166999965,33.5778629998789,141,TX00202,2015TX00202,Lubbock,TX,"Lubbock, TX",2015,201512,,,,,-,0,,-,0,,-,,33.577863,-101.855167,48303,
-96.6988860000287,33.0198429996896,142,TX00204,2015TX00204,Plano,TX,"Plano, TX",2015,201512,,,,,-,0,,-,0,,-,,33.019843,-96.698886,48085,
-95.5038890003834,30.1774999997212,143,TX00206,2015TX00206,The Woodlands,TX,"The Woodlands, TX",2015,201512,,,,,-,0,,-,0,,-,,30.1775,-95.503889,48339,
-111.863822999561,40.5246710002432,144,UT00207,2015UT00207,Draper,UT,"Draper, UT",2015,201512,,,,,-,0,,-,0,,-,,40.524671,-111.863823,49035,
-111.899166999717,40.9866670002909,145,UT00208,2015UT00208,Farmington,UT,"Farmington, UT",2015,201512,,,,,-,0,,-,0,,-,,40.986667,-111.899167,49011,
-111.973830000246,41.2230000000955,146,UT00209,2015UT00209,Ogden,UT,"Ogden, UT",2015,201512,,,,,-,0,,-,0,,-,,41.223,-111.97383,49057,
-111.838972999976,40.5649780002632,147,UT00211,2015UT00211,Sandy,UT,"Sandy, UT",2015,201512,,,,,-,0,,-,0,,-,,40.564978,-111.838973,49035,
-112.001049999892,40.6916129997185,148,UT00212,2015UT00212,West Valley City,UT,"West Valley City, UT",2015,201512,,,,,-,0,,-,0,,-,,40.691613,-112.00105,49035,
-77.046920999914,38.8048360001627,149,VA00213,2015VA00213,Alexandria,VA,"Alexandria, VA",2015,201512,,,,,-,0,,-,0,,-,,38.804836,-77.046921,51510,
-77.1016399997638,38.8824090002694,150,VA00214,2015VA00214,Arlington,VA,"Arlington, VA",2015,201512,,,,,-,0,,-,0,,-,,38.882409,-77.10164,51013,
-80.4139390003471,37.2295729998042,151,VA00215,2015VA00215,Blacksburg,VA,"Blacksburg, VA",2015,201512,,,,,-,0,,-,0,,-,,37.229573,-80.413939,51121,
-78.4766779999309,38.0293060000713,152,VA00216,2015VA00216,Charlottesville,VA,"Charlottesville, VA",2015,201512,,,,,-,0,,-,0,,-,,38.029306,-78.476678,51540,
-79.3950230001775,36.585971999685,153,VA00217,2015VA00217,Danville,VA,"Danville, VA",2015,201512,,,,,-,0,,-,0,,-,,36.585972,-79.395023,51590,
-78.8689159996634,38.4495690002204,154,VA00218,2015VA00218,Harrisonburg,VA,"Harrisonburg, VA",2015,201512,,,,,-,0,,-,0,,-,,38.449569,-78.868916,51660,
-76.2858730001766,36.8507689998758,155,VA00219,2015VA00219,Norfolk,VA,"Norfolk, VA",2015,201512,,,,,-,0,,-,0,,-,,36.850769,-76.285873,51710,
-77.4360479999686,37.5407249999227,156,VA00220,2015VA00220,Richmond,VA,"Richmond, VA",2015,201512,,,,,-,0,,-,0,,-,,37.540725,-77.436048,51760,
-79.9414269997516,37.2709700002897,157,VA00221,2015VA00221,Roanoke,VA,"Roanoke, VA",2015,201512,,,,,-,0,,-,0,,-,,37.27097,-79.941427,51770,
-75.9779850000092,36.8529259999357,158,VA00222,2015VA00222,Virginia Beach,VA,"Virginia Beach, VA",2015,201512,,,,,-,0,,-,0,,-,,36.852926,-75.977985,51810,
-73.212072000355,44.4758829998978,159,VT00223,2015VT00223,Burlington,VT,"Burlington, VT",2015,201512,,,,,-,0,,-,0,,-,,44.475883,-73.212072,50007,
