sysid,sysname,year,assigned_month,yr_mo_d,sum_min,num_trip,sysname_alt
1,"Blue Bikes (Boston, MA)",2019,1,01/02/2019 12:00:00 AM,32187,2623,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/03/2019 12:00:00 AM,36632,2993,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/04/2019 12:00:00 AM,43345,3379,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/05/2019 12:00:00 AM,9177,782,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/06/2019 12:00:00 AM,21476,1620,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/07/2019 12:00:00 AM,32297,2858,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/08/2019 12:00:00 AM,34698,2970,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/09/2019 12:00:00 AM,40676,3375,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/10/2019 12:00:00 AM,39484,3320,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/11/2019 12:00:00 AM,30072,2636,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/12/2019 12:00:00 AM,13959,1227,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/13/2019 12:00:00 AM,13246,1157,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/14/2019 12:00:00 AM,33418,3000,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/15/2019 12:00:00 AM,38170,3291,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/16/2019 12:00:00 AM,40472,3552,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/17/2019 12:00:00 AM,34999,3136,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/18/2019 12:00:00 AM,40791,3271,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/19/2019 12:00:00 AM,17688,1380,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/21/2019 12:00:00 AM,2556,151,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/22/2019 12:00:00 AM,13923,932,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/23/2019 12:00:00 AM,23469,1799,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/24/2019 12:00:00 AM,17562,1486,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/25/2019 12:00:00 AM,36072,3012,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/26/2019 12:00:00 AM,23610,1718,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/27/2019 12:00:00 AM,29650,1908,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/28/2019 12:00:00 AM,37524,3256,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/29/2019 12:00:00 AM,36907,3236,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/30/2019 12:00:00 AM,30046,2553,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,01/31/2019 12:00:00 AM,17799,1638,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,02/01/2019 12:00:00 AM,24194,2203,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,1,02/02/2019 12:00:00 AM,18233,1568,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/03/2019 12:00:00 AM,27262,2059,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/04/2019 12:00:00 AM,63234,4764,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/05/2019 12:00:00 AM,89227,5806,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/06/2019 12:00:00 AM,47325,4045,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/07/2019 12:00:00 AM,42725,3719,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/08/2019 12:00:00 AM,50194,3850,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/09/2019 12:00:00 AM,25699,1818,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/10/2019 12:00:00 AM,26443,1961,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/11/2019 12:00:00 AM,42721,3787,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/12/2019 12:00:00 AM,24384,2163,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/13/2019 12:00:00 AM,30655,2630,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/14/2019 12:00:00 AM,42189,3622,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/15/2019 12:00:00 AM,39754,3378,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/16/2019 12:00:00 AM,36660,2326,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/17/2019 12:00:00 AM,33193,2077,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/18/2019 12:00:00 AM,10457,955,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/19/2019 12:00:00 AM,30721,2789,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/20/2019 12:00:00 AM,33506,3154,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/21/2019 12:00:00 AM,34602,2895,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/22/2019 12:00:00 AM,45859,3725,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/23/2019 12:00:00 AM,36174,2418,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/24/2019 12:00:00 AM,12638,1077,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/25/2019 12:00:00 AM,30625,2889,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/26/2019 12:00:00 AM,31727,3045,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/27/2019 12:00:00 AM,31115,2976,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,02/28/2019 12:00:00 AM,25527,2329,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,03/01/2019 12:00:00 AM,38484,3187,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,2,03/02/2019 12:00:00 AM,9510,835,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/03/2019 12:00:00 AM,23910,1843,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/04/2019 12:00:00 AM,14307,1258,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/05/2019 12:00:00 AM,31740,2718,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/06/2019 12:00:00 AM,29043,2615,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/07/2019 12:00:00 AM,31175,2756,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/08/2019 12:00:00 AM,34124,2856,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/09/2019 12:00:00 AM,29551,2085,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/10/2019 12:00:00 AM,7127,672,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/11/2019 12:00:00 AM,46603,3723,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/12/2019 12:00:00 AM,45594,3853,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/13/2019 12:00:00 AM,45839,3874,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/14/2019 12:00:00 AM,58195,4479,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/15/2019 12:00:00 AM,67660,4541,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/16/2019 12:00:00 AM,48584,2676,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/17/2019 12:00:00 AM,39706,2306,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/18/2019 12:00:00 AM,46954,3762,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/19/2019 12:00:00 AM,50788,4112,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/20/2019 12:00:00 AM,58919,4508,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/21/2019 12:00:00 AM,55438,4425,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/22/2019 12:00:00 AM,23785,2005,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/23/2019 12:00:00 AM,36652,2258,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/24/2019 12:00:00 AM,86041,3550,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/25/2019 12:00:00 AM,60931,4551,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/26/2019 12:00:00 AM,54240,4384,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/27/2019 12:00:00 AM,56149,4413,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/28/2019 12:00:00 AM,65292,4833,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/29/2019 12:00:00 AM,57297,4157,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,3,03/30/2019 12:00:00 AM,145473,5780,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,03/31/2019 12:00:00 AM,48954,2617,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/01/2019 12:00:00 AM,62106,4658,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/02/2019 12:00:00 AM,72209,5466,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/03/2019 12:00:00 AM,66283,4896,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/04/2019 12:00:00 AM,69495,5340,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/05/2019 12:00:00 AM,63209,4855,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/06/2019 12:00:00 AM,157603,6087,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/07/2019 12:00:00 AM,135314,5630,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/08/2019 12:00:00 AM,33231,2769,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/09/2019 12:00:00 AM,53536,4428,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/10/2019 12:00:00 AM,63289,5087,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/11/2019 12:00:00 AM,85745,6129,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/12/2019 12:00:00 AM,78356,5711,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/13/2019 12:00:00 AM,175160,6924,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/14/2019 12:00:00 AM,148716,6422,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/15/2019 12:00:00 AM,75946,4573,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/16/2019 12:00:00 AM,100058,6452,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/17/2019 12:00:00 AM,109757,7204,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/18/2019 12:00:00 AM,74318,5515,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/19/2019 12:00:00 AM,128750,7383,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/20/2019 12:00:00 AM,66742,3622,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/21/2019 12:00:00 AM,119122,5326,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/22/2019 12:00:00 AM,47285,3499,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/23/2019 12:00:00 AM,80797,6216,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/24/2019 12:00:00 AM,119521,7896,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/25/2019 12:00:00 AM,126702,8272,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/26/2019 12:00:00 AM,38868,3369,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/27/2019 12:00:00 AM,81146,4594,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/28/2019 12:00:00 AM,68077,4037,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/29/2019 12:00:00 AM,111030,7330,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,04/30/2019 12:00:00 AM,75597,5716,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,05/01/2019 12:00:00 AM,95647,7202,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,05/02/2019 12:00:00 AM,67705,5421,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,05/03/2019 12:00:00 AM,81212,6049,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,4,05/04/2019 12:00:00 AM,100072,5328,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/05/2019 12:00:00 AM,78446,4617,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/06/2019 12:00:00 AM,116449,7820,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/07/2019 12:00:00 AM,113979,7811,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/08/2019 12:00:00 AM,133012,8856,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/09/2019 12:00:00 AM,120538,8363,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/10/2019 12:00:00 AM,100391,7071,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/11/2019 12:00:00 AM,187069,8022,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/12/2019 12:00:00 AM,18363,1473,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/13/2019 12:00:00 AM,68019,5186,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/14/2019 12:00:00 AM,57395,4780,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/15/2019 12:00:00 AM,111072,7893,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/16/2019 12:00:00 AM,132501,8691,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/17/2019 12:00:00 AM,88431,5783,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/18/2019 12:00:00 AM,208307,8832,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/19/2019 12:00:00 AM,118638,5839,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/20/2019 12:00:00 AM,133958,8414,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/21/2019 12:00:00 AM,146914,9385,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/22/2019 12:00:00 AM,138855,8965,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/23/2019 12:00:00 AM,118960,8211,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/24/2019 12:00:00 AM,121973,7874,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/25/2019 12:00:00 AM,183609,7591,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/26/2019 12:00:00 AM,205474,7634,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/27/2019 12:00:00 AM,204331,8134,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/28/2019 12:00:00 AM,59703,4523,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/29/2019 12:00:00 AM,103445,7559,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/30/2019 12:00:00 AM,128624,8560,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,05/31/2019 12:00:00 AM,154622,9354,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,5,06/01/2019 12:00:00 AM,160040,7328,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/02/2019 12:00:00 AM,148292,6893,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/03/2019 12:00:00 AM,146576,9289,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/04/2019 12:00:00 AM,158609,10002,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/05/2019 12:00:00 AM,164755,10453,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/06/2019 12:00:00 AM,154305,9939,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/07/2019 12:00:00 AM,193632,10827,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/08/2019 12:00:00 AM,226316,9504,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/09/2019 12:00:00 AM,210887,8842,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/10/2019 12:00:00 AM,166610,10069,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/11/2019 12:00:00 AM,133466,7991,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/12/2019 12:00:00 AM,190818,11707,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/13/2019 12:00:00 AM,58853,4505,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/14/2019 12:00:00 AM,173633,10376,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/15/2019 12:00:00 AM,218527,9315,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/16/2019 12:00:00 AM,61173,3672,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/17/2019 12:00:00 AM,175465,10607,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/18/2019 12:00:00 AM,114036,7932,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/19/2019 12:00:00 AM,173027,10937,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/20/2019 12:00:00 AM,102100,7061,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/21/2019 12:00:00 AM,133521,8576,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/22/2019 12:00:00 AM,222785,9618,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/23/2019 12:00:00 AM,231176,9835,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/24/2019 12:00:00 AM,183469,10627,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/25/2019 12:00:00 AM,119768,8360,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/26/2019 12:00:00 AM,186683,11393,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/27/2019 12:00:00 AM,189980,11627,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/28/2019 12:00:00 AM,186406,11039,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,6,06/29/2019 12:00:00 AM,146886,7102,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,06/30/2019 12:00:00 AM,126066,6405,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/01/2019 12:00:00 AM,184187,10795,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/02/2019 12:00:00 AM,183358,11152,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/03/2019 12:00:00 AM,172760,10322,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/04/2019 12:00:00 AM,304966,10646,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/05/2019 12:00:00 AM,173123,8236,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/06/2019 12:00:00 AM,116861,5331,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/07/2019 12:00:00 AM,213138,9164,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/08/2019 12:00:00 AM,185660,11115,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/09/2019 12:00:00 AM,182545,11427,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/10/2019 12:00:00 AM,176707,11152,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/11/2019 12:00:00 AM,185033,11327,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/12/2019 12:00:00 AM,138092,8753,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/13/2019 12:00:00 AM,212771,9761,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/14/2019 12:00:00 AM,207869,9304,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/15/2019 12:00:00 AM,192479,11485,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/16/2019 12:00:00 AM,196264,12117,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/17/2019 12:00:00 AM,134571,9176,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/18/2019 12:00:00 AM,155621,10104,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/19/2019 12:00:00 AM,184674,11101,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/20/2019 12:00:00 AM,128581,6722,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/21/2019 12:00:00 AM,140220,7190,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/22/2019 12:00:00 AM,147306,9529,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/23/2019 12:00:00 AM,120303,7897,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/24/2019 12:00:00 AM,214004,12771,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/25/2019 12:00:00 AM,216572,13123,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/26/2019 12:00:00 AM,212770,12330,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/27/2019 12:00:00 AM,231171,9985,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/28/2019 12:00:00 AM,196549,8997,"Boston Metro, MA (Blue Bikes)"
1,"Blue Bikes (Boston, MA)",2019,7,07/29/2019 12:00:00 AM,178417,11272,"Boston Metro, MA (Blue Bikes)"
